"IDFAUNA","IDLOCALIDAD","IDPUBLICACION","UNIDAD_DE_ANALISIS","DETERMINACION","IDESPECIEVALIDA","revisado","VALIDEZ","CONFIANZA","NMI","NUM_EJEMPLARES","CONTEXTO","MODIFICACION","suma_para_tabla_fauna"
8735,456.00,532.00,"A56 Elemento 19 Q7 150-155","Odocoileus virginianus",558.00,1,1,"S",999999999.00,3.00,"ND","ND",1.00
8736,456.00,532.00,"A56 Elemento 19 Q7 135-150","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8737,456.00,532.00,"A56 Elemento 19 P7 125-165","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8738,456.00,532.00,"A56 Elemento 19 P7Q7 130-155","Odocoileus virginianus",558.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8739,456.00,532.00,"A56 Elemento 19 P7 170-175","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8740,456.00,532.00,"A56 Elemento 19 P7 140-165","Odocoileus virginianus",558.00,1,1,"S",999999999.00,3.00,"ND","ND",1.00
8741,456.00,532.00,"A56 Elemento 19 P7 172-175","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8742,549.00,533.00,"B5-7 I","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8743,549.00,533.00,"B10-2b ent. 3-6","Nasua narica",392.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8744,549.00,533.00,"B10-2b ent. 7-4","Equus sp.",518.00,0,1,"S",999999999.00,1.00,"ND","ND",1.00
8745,549.00,533.00,"B10-2b I","Odocoileus virginianus",558.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8746,549.00,533.00,"B10-2 ent. 10?","Odocoileus virginianus",558.00,1,1,"S",999999999.00,3.00,"ND","ND",1.00
8747,549.00,533.00,"B10-3 ent. 3","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","HH",1.00
8748,549.00,533.00,"B10-4 I","Dasypus novemcinctus",22.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8749,549.00,533.00,"B10-4 ent. 8-3","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8750,549.00,533.00,"B10-6 ent. 8 ofrenda 2","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8751,549.00,533.00,"B10-6 elemento 4","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8752,549.00,533.00,"B10-6 II","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8753,549.00,533.00,"B11-4 II","Odocoileus virginianus",558.00,1,1,"S",999999999.00,63.00,"ND","ND",1.00
8754,549.00,533.00,"B11 estruc. 7","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8755,549.00,533.00,"B11 estruc. ? ent. 7","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8756,549.00,533.00,"B11 estruc. 7 elem. 1","Odocoileus virginianus",558.00,1,1,"S",999999999.00,10.00,"ND","ND",1.00
8757,549.00,533.00,"B41-E1","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8758,549.00,533.00,"B44-5 I","Canis sp.",322.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8760,549.00,533.00,"B67-1","Canis sp.",322.00,1,1,"S",999999999.00,5.00,"ND","ND",1.00
8761,549.00,533.00,"B67-1A II","Canis sp.",322.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8762,549.00,533.00,"B67-1A III","Canis sp.",322.00,1,1,"S",999999999.00,7.00,"ND","ND",1.00
8763,549.00,533.00,"B67-1B elem. 3","Canis sp.",322.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8764,549.00,533.00,"B68-1 I","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8765,549.00,533.00,"B68-8 ent. G","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","HH",1.00
8766,549.00,533.00,"B68-8 ent. M8","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","HH",1.00
8767,549.00,533.00,"B68-8 ent. M9","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8768,549.00,533.00,"B68-10 ent. T","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8769,549.00,533.00,"bejucos est. 11 I","Odocoileus virginianus",558.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8770,101.00,534.00,"cuadro 2 esq. 3 prof. 1.84","Canis sp.",322.00,1,1,"S",999999999.00,3.00,"ND","ND",1.00
8771,101.00,534.00,"cuadro 2 esq. 3 prof. 1.84","Tetrameryx conklingi",567.00,1,1,"S",999999999.00,3.00,"ND","ND",1.00
8772,101.00,534.00,"cuadro 2 esq. 3 prof. 1.84","Mammuthus",498.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8773,101.00,534.00,"cuadro 3 capa VII","Bison",581.00,1,1,"S",999999999.00,8.00,"ND","ND",1.00
8774,101.00,534.00,"cuadro 3 capa VII","Mammuthus",498.00,1,1,"S",999999999.00,3.00,"ND","ND",1.00
8777,101.00,534.00,"cuadro 6 elemento 2","Dipodomys",701.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8778,101.00,534.00,"cuadro 6 elemento 2","Liomys",710.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8779,101.00,534.00,"cuadro 6 elemento 2","Peromyscus",842.00,1,1,"S",999999999.00,3.00,"ND","ND",1.00
8780,101.00,534.00,"cuadro 6 elemento 2","Sigmodon",876.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8781,101.00,534.00,"cuadro 6 elemento 2","Canis",322.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8782,101.00,534.00,"cuadro 6 elemento 2","Mephitis",364.00,1,1,"S",999999999.00,4.00,"ND","ND",1.00
8783,101.00,534.00,"cuadro 6 prof. 50-2.60","Dipodomys",701.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8784,101.00,534.00,"cuadro 6 prof. 50-2.60","Mephitis",364.00,1,1,"S",999999999.00,3.00,"ND","ND",1.00
8786,101.00,534.00,"cuadro 12 escombro","Pappogeomys merriami",649.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8787,101.00,534.00,"cuadro 13 prog. 1.77-1.25","Pappogeomys merriami",649.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8788,101.00,534.00,"cuadro 13 prog. 1.77-1.25","Odocoileus virginianus",558.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8789,101.00,534.00,"cuadro 13 esq. 6 relleno","Pappogeomys merriami",649.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8793,101.00,534.00,"cuadro 17 elemento 3","Pappogeomys merriami",649.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8794,101.00,534.00,"cuadro 17 elemento 3","Dipodomys",701.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8795,101.00,534.00,"cuadro 17 elemento 3","Liomys",710.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8796,101.00,534.00,"cuadro 17 elemento 3","Peromyscus",842.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8797,101.00,534.00,"cuadro 17 elemento 3","Baiomys",722.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8798,101.00,534.00,"cuadro 17 elemento 3","Mephitis",364.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8799,101.00,534.00,"cuadro 17 elemento 3","Mustela",365.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8800,101.00,534.00,"cuadro 17 elemento 3","Canis",322.00,1,1,"S",999999999.00,9.00,"ND","ND",1.00
8803,101.00,534.00,"sin sitio","Edentata",18.00,1,1,"S",999999999.00,4.00,"ND","ND",1.00
8804,101.00,534.00,"sin sitio","Canis",322.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8805,101.00,534.00,"sin sitio","Odocoileus",557.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8807,101.00,534.00,"sin sitio","Camelidae",536.00,1,1,"S",999999999.00,9.00,"ND","ND",1.00
8808,101.00,534.00,"sin sitio","Mammuthus",498.00,1,1,"S",999999999.00,9.00,"ND","ND",1.00
8809,101.00,534.00,"cuadro 2","Proboscidea",487.00,1,1,"S",999999999.00,4.00,"ND","ND",1.00
8810,101.00,534.00,"cuadro 2","Edentata",18.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8811,101.00,534.00,"cuadro 2","Mammuthus",498.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8812,101.00,534.00,"cuadro 2 (1.50 prof. calle 12)","proboscídeo",487.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8813,101.00,534.00,"cuadro 2 (1.50 prof. calle 12)","Mammuthus",498.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8814,101.00,534.00,"cuadro 17 elemento 3 prof. 2.50","Canis",322.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8815,101.00,534.00,"cuadro 17 elemento 3, 2.53 prof.","Canis",322.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8816,101.00,534.00,"cuadro 17 elemento 3, 2.65 prof.","Canis",322.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8817,101.00,534.00,"cuadro 17 elemento 3, 2.67 prof.","Canis",322.00,1,1,"S",999999999.00,8.00,"ND","ND",1.00
8818,101.00,534.00,"cuadro 17 elemento 3, 2.70 prof.","Canis",322.00,1,1,"S",999999999.00,7.00,"ND","ND",1.00
8819,550.00,535.00,"CI-A 8 IIIaII","Sylvilagus floridanus",920.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8820,550.00,535.00,"CI-B 11 III(3)","Pappogeomys merriami",649.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8821,550.00,535.00,"CI-B 6 7-398","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8822,550.00,535.00,"CI-C 12 III 4-321","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8823,550.00,535.00,"CI-C 7  III (3) 11-244","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8824,550.00,535.00,"CI 1I 1-151","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8825,550.00,535.00,"CI-D 31V 1-186","Ovis",589.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8826,550.00,535.00,"CI-B 32V 3-189","Ovis",589.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8827,550.00,535.00,"CI-C 12 III (3) 5-322","Ovis",589.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8828,550.00,535.00,"CI-C 3 III (3) 5-176","Ovis",589.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8829,550.00,535.00,"CI-D 3 III","Ovis",589.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8830,550.00,535.00,"CI-A 1 III 2-33","Ovis",589.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8831,550.00,535.00,"CI-C 11 III (3) 5-318","Ovis",589.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8832,550.00,535.00,"CI-C 7 III (3) 8-237","Ovis",589.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8833,550.00,535.00,"CI-C 7 III 3-153","Ovis",589.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8834,550.00,535.00,"CI-D 5 III","Ovis",589.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8835,550.00,535.00,"CI-B 7 IIIc 4-145","Ovis",589.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8836,550.00,535.00,"CI-B 2 III (3)3-81","Ovis",589.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8837,550.00,535.00,"CI 2 IVa 6-85","Ovis",589.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8838,550.00,535.00,"CI-B 31 VI","Ovis",589.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8839,550.00,535.00,"CI-D 2III","Ovis",589.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8861,550.00,535.00,"CI-B 19IIIb 4-342","Equus caballus",502.00,0,1,"S",999999999.00,1.00,"ND","ND",1.00
8862,550.00,535.00,"CI-B 20IIIb 16 419","Equus caballus",502.00,0,1,"S",999999999.00,1.00,"ND","ND",1.00
8863,550.00,535.00,"CI-C 8III(3) 3-239","Equus caballus",502.00,0,1,"S",999999999.00,1.00,"ND","ND",1.00
8864,550.00,535.00,"CI-B 5III 3-448","Equus caballus",502.00,0,1,"S",999999999.00,1.00,"ND","ND",1.00
8865,550.00,535.00,"CI-B 8IIIc IV 4-150","Equus caballus",502.00,0,1,"S",999999999.00,1.00,"ND","ND",1.00
8866,550.00,535.00,"CI-D 2XXXI 33-877","Equus caballus",502.00,0,1,"S",999999999.00,1.00,"ND","ND",1.00
8867,550.00,535.00,"CI-B 19III 1-403","Equus caballus",502.00,0,1,"S",999999999.00,1.00,"ND","ND",1.00
8868,550.00,535.00,"CI-B 11IIIa 6-266","Equus caballus",502.00,0,1,"S",999999999.00,1.00,"ND","ND",1.00
8869,550.00,535.00,"CI-B 3IIIb 2-87","Equus caballus",502.00,0,1,"S",999999999.00,1.00,"ND","ND",1.00
8870,550.00,535.00,"CI-B 16IIIa 1-388","Equus caballus",502.00,0,1,"S",999999999.00,1.00,"ND","ND",1.00
8871,550.00,535.00,"CI-C 2III(3) 7-196","Equus caballus",502.00,0,1,"S",999999999.00,1.00,"ND","ND",1.00
8872,550.00,535.00,"CI-A 11IIIb 1-97","Equus caballus",502.00,0,1,"S",999999999.00,1.00,"ND","ND",1.00
8873,550.00,535.00,"CI-A 2IIIa 3-31","Equus caballus",502.00,0,1,"S",999999999.00,1.00,"ND","ND",1.00
8874,550.00,535.00,"CI-B 4III(3) 1-112","Equus caballus",502.00,0,1,"S",999999999.00,1.00,"ND","ND",1.00
8875,550.00,535.00,"CI-A 1III(2) 4-13","Equus caballus",502.00,0,1,"S",999999999.00,1.00,"ND","ND",1.00
8877,550.00,535.00,"CI-B 2IV 4-83","Ovis",589.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8878,377.00,536.00,"PPVT-1b y 46 E9 Vb","Sylvilagus",926.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8879,377.00,536.00,"PPVT-1b y 46 F8 II","Sylvilagus",926.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8880,377.00,536.00,"PPVT-1b y 46 E8","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8881,377.00,536.00,"PPVT-1b y 46-g10 IIb","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8882,377.00,536.00,"PPVT-1b y 46-e6 II","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8883,377.00,536.00,"PPVT-1b y 46-i 7-II","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8884,377.00,536.00,"PPVT 1b y 46-I--C","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8885,377.00,536.00,"PPVT 1b y 46 i 7V","Mephitis",364.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8886,377.00,536.00,"PPVT 1b y 46 b9 AL 1-IV","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8887,377.00,536.00,"PPVT 1b y 46 g6 II","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8888,552.00,537.00,"I-7-54 C II mont. 5","Didelphis",8.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8889,552.00,537.00,"I-3","Sylvilagus floridanus",920.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8890,552.00,537.00,"I-6","Sylvilagus floridanus",920.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8891,552.00,537.00,"I-6","Canis familiaris",318.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8892,552.00,537.00,"I-8","Spermophilus variegatus",630.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8893,552.00,537.00,"I-8","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8894,552.00,537.00,"entierro 15 I8","Peromyscus",842.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8895,552.00,537.00,"G-7 (??) leve 1 40cm","Neotoma",771.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8896,552.00,537.00,"I-4","Canis familiaris",318.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8897,552.00,537.00,"I-3","Canis familiaris",318.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8898,552.00,537.00,"I-5","Canis familiaris",318.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8899,552.00,537.00,"I-7","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8900,552.00,537.00,"G-7 53 capa I","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8901,552.00,537.00,"I-7 54 capa II mont. 5","Canis familiaris",318.00,1,1,"S",999999999.00,4.00,"ND","ND",1.00
8902,552.00,537.00,"I-2","Equus",518.00,0,1,"S",999999999.00,1.00,"ND","ND",1.00
8903,552.00,538.00,"G-5, 97 capa IV","Odocoileus virginianus",558.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8904,552.00,538.00,"F-7, 55 capa II","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8905,552.00,538.00,"F-7, 55 capa II","Canis familiaris",318.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8906,552.00,538.00,"F-4, 19 capa IV","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8907,552.00,538.00,"G-7, 43 capa IV","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8908,552.00,538.00,"K-8, 49 capa III, X7, Y72, Z136","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8909,552.00,538.00,"K-8, 55 capa III, X36, Y91, Z162","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8910,552.00,538.00,"K-7, 5 capa IIc","Odocoileus virginianus",558.00,1,1,"S",999999999.00,1.00,"ND","ES",1.00
8911,552.00,538.00,"J-8, 50 capa I","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8912,552.00,538.00,"G-7, 53 capa I","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8913,552.00,538.00,"G-7, 43 capa III","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8914,552.00,538.00,"F-5, 15 IIID, 175-200","Canis familiaris",318.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8915,552.00,538.00,"F-5, 15 capa I","Canis familiaris",318.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8916,552.00,538.00,"F-11, 6 capa II","Equus",518.00,0,1,"S",999999999.00,1.00,"ND","ND",1.00
8917,552.00,538.00,"K-6, 80 capa III","Equus",518.00,0,1,"S",999999999.00,1.00,"ND","ND",1.00
8918,552.00,538.00,"G-6, 94 capa I","Equus",518.00,0,1,"S",999999999.00,3.00,"ND","ND",1.00
8920,552.00,538.00,"AP level 2","Didelphis marsupialis",7.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8921,552.00,538.00,"G-7, 26 capa e-50 cm","Spermophilus sp.",627.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8922,552.00,538.00,"sin datos","Spermophilus sp.",627.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8923,553.00,539.00,"capa 1","Sylvilagus sp.",926.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8924,553.00,539.00,"capa 1","Neotoma",771.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8925,553.00,539.00,"capa 1","Odocoileus",557.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8926,553.00,539.00,"pozo 1 capa II","Neotoma",771.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8927,553.00,539.00,"pozo 4 conj. 2a","Sylvilagus audobonii (sic)",914.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8928,553.00,539.00,"pozo 4 conj. 2a","Neotoma",771.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8929,553.00,539.00,"pozo 4 conj. 2b","Neotoma",771.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8930,553.00,539.00,"pozo 7","Sylvilagus sp.",926.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8931,553.00,539.00,"pozo 7","Sylvilagus audobonii (sic)",914.00,1,1,"S",999999999.00,7.00,"ND","ND",1.00
8932,553.00,539.00,"pozo 7","Lepus",910.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8933,553.00,539.00,"pozo 7","Peromyscus",842.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8934,553.00,539.00,"pozo 7","Neotoma",771.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8935,553.00,539.00,"pozo 7","Odocoileus",557.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8936,553.00,539.00,"capa I A6","Sylvilagus sp.",926.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8937,553.00,539.00,"capa I A6","Sylvilagus floridanus",920.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8938,553.00,539.00,"capa I A6","Thomomys",668.00,1,1,"S",999999999.00,3.00,"ND","ND",1.00
8939,553.00,539.00,"capa I A7","Sylvilagus floridanus",920.00,1,1,"S",999999999.00,4.00,"ND","ND",1.00
8940,553.00,539.00,"capa I A7","Lepus",910.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8941,553.00,539.00,"capa I A7","Thomomys",668.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8942,553.00,539.00,"capa I A7","Neotoma",771.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8943,553.00,539.00,"capa I A7","Odocoeleus (sic)",557.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8944,553.00,539.00,"capa I D4","Odocoeleus (sic)",557.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8945,553.00,539.00,"capa I F3","Odocoeleus (sic)",557.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8946,553.00,539.00,"capa I F4","Thomomys",668.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8947,553.00,539.00,"capa I G5","Spermophilus",627.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8948,553.00,539.00,"capa I H3","Sylvilagus floridanus",920.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8949,553.00,539.00,"capa I H5","Sylvilagus audoboni (sic)",914.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8950,553.00,539.00,"capa I H5","Neotoma",771.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8951,553.00,539.00,"capa I H6","Neotoma",771.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8952,553.00,539.00,"capa I H6","Felis",329.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8953,553.00,539.00,"capa I X3","Lepus",910.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8954,553.00,539.00,"capa I X5","Sylvilagus audobonii (sic)",914.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8955,553.00,539.00,"capa I X5","Neotoma",771.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8956,553.00,539.00,"capa I X6","Neotoma",771.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8957,553.00,539.00,"capa I Q5","Spermophilus",627.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8958,553.00,539.00,"capa I Q5","Thomomys",668.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8959,553.00,539.00,"capa I R5","Sylvilagus sp.",926.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8960,553.00,539.00,"capa I R5","Thomomys",668.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8961,553.00,539.00,"capa I R5","Neotoma",771.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8962,553.00,539.00,"capa II R5","Neotoma",771.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8963,553.00,539.00,"A6","Sylvilagus sp.",926.00,1,1,"S",999999999.00,4.00,"ND","ND",1.00
8964,553.00,539.00,"A6","Sylvilagus audobonii (sic)",914.00,1,1,"S",999999999.00,19.00,"ND","ND",1.00
8965,553.00,539.00,"A6","Lepus",910.00,1,1,"S",999999999.00,4.00,"ND","ND",1.00
8966,553.00,539.00,"A6","Thomomys",668.00,1,1,"S",999999999.00,16.00,"ND","ND",1.00
8967,553.00,539.00,"A6","Peromyscus",842.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8968,553.00,539.00,"A6","Sigmodon",876.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
8969,553.00,539.00,"A6","Neotoma",771.00,1,1,"S",999999999.00,6.00,"ND","ND",1.00
8970,553.00,539.00,"A6","Canis",322.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8971,553.00,539.00,"A6","Tayassu",529.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8972,553.00,539.00,"A6","Odococleus (sic)",557.00,1,1,"S",999999999.00,8.00,"ND","ND",1.00
8973,553.00,539.00,"capa III A7","Sylvilagus audobonii (sic)",914.00,1,1,"S",999999999.00,5.00,"ND","ND",1.00
8974,553.00,539.00,"capa III A7","Peromyscus",842.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8975,553.00,539.00,"capa III A7","Sigmodon",876.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8976,553.00,539.00,"capa III A7","Neotoma",771.00,1,1,"S",999999999.00,5.00,"ND","ND",1.00
8977,553.00,539.00,"capa III A7","Odococleus (sic)",557.00,1,1,"S",999999999.00,8.00,"ND","ND",1.00
8978,553.00,539.00,"capa III G5","Sigmodon",876.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
8979,553.00,539.00,"capa III H3","Sylvilagus sp.",926.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
8980,553.00,539.00,"capa VI D5","Sylvilagus audobonii (sic)",914.00,1,1,"S",999999999.00,15.00,"ND","ND",1.00
8981,553.00,539.00,"capa VI D5","Sylvilagus floridanus",920.00,1,1,"S",999999999.00,4.00,"ND","ND",1.00
