"IDESPECIEVALIDA","IDCATEGORIA","IDNOMBREASCENDENTE","IDASCENDENTEOBLIGATORIO","TAXON_VALIDO","ORDEN","FAMILIA","GENERO","ESPECIE","FAUNMAP","ATLAS","AUTOR","AO","REFERENCIA_SEGUIDA","suma"
144.00,21.00,143.50,143.50,"Desmodus draculae","Chiroptera","Phyllostomidae","Desmodus","draculae","ND","ND","Morgan, Linares y Ray","1988",819.00,1.00
145.00,21.00,143.50,143.50,"Desmodus rotundus","Chiroptera","Phyllostomidae","Desmodus","rotundus","DSro","CHPHDESROT","(E. Geoffroy St.-Hilaire)","1810",819.00,1.00
146.00,21.00,143.50,143.50,"Desmodus sp.","Chiroptera","Phyllostomidae","Desmodus","sp.","DS","ND","ND","ND",999999999.00,1.00
147.00,21.00,143.50,143.50,"Desmodus stocki","Chiroptera","Phyllostomidae","Desmodus","stocki","DSst","ND","Jones","1958",819.00,1.00
147.50,15.00,116.00,116.00,"Diaemus","Chiroptera","Phyllostomidae","Diaemus","ND","ND","ND","Miller","1906",819.00,1.00
148.00,21.00,147.50,147.50,"Diaemus sp.","Chiroptera","Phyllostomidae","Diaemus","sp.","ND","ND","ND","ND",999999999.00,1.00
149.00,21.00,147.50,147.50,"Diaemus youngi","Chiroptera","Phyllostomidae","Diaemus","youngi","ND","CHPHDIAYOU","(Jentink)","1893",819.00,1.00
149.50,15.00,116.00,116.00,"Diphylla","Chiroptera","Phyllostomidae","Diphylla","ND","ND","ND","Spix","1823",820.00,1.00
150.00,21.00,149.50,149.50,"Diphylla ecaudata","Chiroptera","Phyllostomidae","Diphylla","ecaudata","DPec","CHPHDIPECA","Spix","1823",819.00,1.00
151.00,21.00,149.50,149.50,"Diphylla sp.","Chiroptera","Phyllostomidae","Diphylla","sp.","DP","ND","ND","ND",999999999.00,1.00
151.50,15.00,116.00,116.00,"Enchistenes","Chiroptera","Phyllostomidae","Enchistenes","ND","ND","ND","Andersen","1906",820.00,1.00
152.00,21.00,151.50,151.50,"Enchisthenes hartii","Chiroptera","Phyllostomidae","Enchisthenes","hartii","ND","CHPHDERHAR","(Thomas)","1892",,1.00
153.00,21.00,151.50,151.50,"Enchisthenes sp.","Chiroptera","Phyllostomidae","Enchisthenes","sp.","ND","ND","ND","ND",999999999.00,1.00
153.50,15.00,116.00,116.00,"Glossophaga","Chiroptera","Phyllostomidae","Glossophaga","ND","ND","ND",". Geoffroy St.-Hilaire","1818",819.00,1.00
154.00,21.00,153.50,153.50,"Glossophaga commissarisi","Chiroptera","Phyllostomidae","Glossophaga","commissarisi","ND","CHPHGLOCOM","Gardner","1962",819.00,1.00
155.00,21.00,153.50,153.50,"Glossophaga leachii","Chiroptera","Phyllostomidae","Glossophaga","leachii","ND","CHPHGLOLEA","Gray","1844",819.00,1.00
156.00,21.00,153.50,153.50,"Glossophaga morenoi","Chiroptera","Phyllostomidae","Glossophaga","morenoi","ND","CHPHGLOMOR","Martnez y Villa","1938",819.00,1.00
157.00,21.00,153.50,153.50,"Glossophaga soricina","Chiroptera","Phyllostomidae","Glossophaga","soricina","ND","CHPHGLOSOR","(Pallas)","1766",819.00,1.00
158.00,21.00,153.50,153.50,"Glossophaga sp.","Chiroptera","Phyllostomidae","Glossophaga","sp.","ND","ND","ND","ND",999999999.00,1.00
158.50,15.00,116.00,116.00,"Hylonycteris","Chiroptera","Phyllostomidae","Hylonycteris","ND","ND","ND","Thomas","1903",819.00,1.00
159.00,21.00,158.50,158.50,"Hylonycteris sp.","Chiroptera","Phyllostomidae","Hylonycteris","sp.","ND","ND","ND","ND",999999999.00,1.00
160.00,21.00,158.50,158.50,"Hylonycteris underwoodi","Chiroptera","Phyllostomidae","Hylonycteris","underwoodi","ND","CHPHHYLUND","Thomas","1903",819.00,1.00
160.50,15.00,116.00,116.00,"Leptonycteris","Chiroptera","Phyllostomidae","Leptonycteris","ND","ND","ND","Lyddekker","1891",820.00,1.00
161.00,21.00,160.50,160.50,"Leptonycteris curasoae","Chiroptera","Phyllostomidae","Leptonycteris","curasoae","ND","CHPHLEPCUR","Miller","1900",819.00,1.00
162.00,21.00,160.50,160.50,"Leptonycteris nivalis","Chiroptera","Phyllostomidae","Leptonycteris","nivalis","LPni","CHPHLEPNIV","(Saussure)","1860",819.00,1.00
163.00,21.00,160.50,160.50,"Leptonycteris sp.","Chiroptera","Phyllostomidae","Leptonycteris","sp.","LP","ND","ND","ND",999999999.00,1.00
163.50,15.00,116.00,116.00,"Lichonycteris","Chiroptera","Phyllostomidae","Lichonycteris","ND","ND","ND","Thomas","1895",819.00,1.00
164.00,21.00,163.50,163.50,"Lichonycteris obscura","Chiroptera","Phyllostomidae","Lichonycteris","obscura","ND","CHPHLICOBS","Thomas","1895",819.00,1.00
165.00,21.00,163.50,163.50,"Lichonycteris sp.","Chiroptera","Phyllostomidae","Lichonycteris","sp.","ND","ND","ND","ND",999999999.00,1.00
165.50,15.00,116.00,116.00,"Lonchorhina","Chiroptera","Phyllostomidae","Lonchorhina","ND","ND","ND","Tomes","1863",819.00,1.00
166.00,21.00,165.50,165.50,"Lonchorhina aurita","Chiroptera","Phyllostomidae","Lonchorhina","aurita","ND","CHPHLONAUR","Tomes","1863",819.00,1.00
167.00,21.00,165.50,165.50,"Lonchorhina sp.","Chiroptera","Phyllostomidae","Lonchorhina","sp.","ND","ND","ND","ND",999999999.00,1.00
167.50,15.00,116.00,116.00,"Macrophyllum","Chiroptera","Phyllostomidae","Macrophyllum","ND","ND","ND","Gray","1838",819.00,1.00
168.00,21.00,167.50,167.50,"Macrophyllum macrophyllum","Chiroptera","Phyllostomidae","Macrophyllum","macrophyllum","ND","CHPHMACMAC","(Schinz)","1821",819.00,1.00
169.00,21.00,167.50,167.50,"Macrophyllum sp.","Chiroptera","Phyllostomidae","Macrophyllum","sp.","ND","ND","ND","ND",999999999.00,1.00
169.50,15.00,116.00,116.00,"Macrotus","Chiroptera","Phyllostomidae","Macrotus","ND","ND","ND","Gray","1843",820.00,1.00
170.00,21.00,169.50,169.50,"Macrotus californicus","Chiroptera","Phyllostomidae","Macrotus","californicus","MCca","CHPHMACCAL","Baird","1858",819.00,1.00
172.00,21.00,169.50,169.50,"Macrotus sp.","Chiroptera","Phyllostomidae","Macrotus","sp.","MC","ND","ND","ND",999999999.00,1.00
173.00,21.00,169.50,169.50,"Macrotus waterhousii","Chiroptera","Phyllostomidae","Macrotus","waterhousii","ND","CHPHMACWAT","Gray","1843",819.00,1.00
173.50,15.00,116.00,116.00,"Micronycteris","Chiroptera","Phyllostomidae","Micronycteris","ND","ND","ND","Gray","1866",820.00,1.00
174.00,21.00,173.50,173.50,"Micronycteris brachyotis","Chiroptera","Phyllostomidae","Micronycteris","brachyotis","ND","CHPHMICBRA","(Dobson)","1879",819.00,1.00
175.00,21.00,173.50,173.50,"Micronycteris megalotis","Chiroptera","Phyllostomidae","Micronycteris","megalotis","ND","CHPHMICMEG","(Gray)","1842",819.00,1.00
176.00,21.00,173.50,173.50,"Micronycteris schmidtorum","Chiroptera","Phyllostomidae","Micronycteris","schmidtorum","ND","CHPHMICSCH","Sanborn","1935",819.00,1.00
177.00,21.00,173.50,173.50,"Micronycteris sp.","Chiroptera","Phyllostomidae","Micronycteris","sp.","ND","ND","ND","ND",999999999.00,1.00
178.00,21.00,173.50,173.50,"Micronycteris sylvestris","Chiroptera","Phyllostomidae","Micronycteris","sylvestris","ND","CHPHMICSYL","(Thomas)","1896",819.00,1.00
178.50,15.00,116.00,116.00,"Mimon","Chiroptera","Phyllostomidae","Mimon","ND","ND","ND","Gray","1847",820.00,1.00
179.00,21.00,178.50,178.50,"Mimon bennettii","Chiroptera","Phyllostomidae","Mimon","bennettii","ND","CHPHMIMBEN","(Gray)","1838",819.00,1.00
180.00,21.00,178.50,178.50,"Mimon crenulatum","Chiroptera","Phyllostomidae","Mimon","crenulatum","ND","CHPHMIMCRE","(E. Geoffroy)","1810",819.00,1.00
181.00,21.00,178.50,178.50,"Mimon sp.","Chiroptera","Phyllostomidae","Mimon","sp.","ND","ND","ND","ND",999999999.00,1.00
181.50,15.00,116.00,116.00,"Musonycteris","Chiroptera","Phyllostomidae","Musonycteris","ND","ND","ND","Schaldach y McLaughlin","1960",819.00,1.00
182.00,21.00,181.50,181.50,"Musonycteris harrisoni","Chiroptera","Phyllostomidae","Musonycteris","harrisoni","ND","CHPHMUSHAR","Schaldach y McLaughlin","1960",819.00,1.00
183.00,21.00,181.50,181.50,"Musonycteris sp.","Chiroptera","Phyllostomidae","Musonycteris","sp.","ND","ND","ND","ND",999999999.00,1.00
183.50,15.00,116.00,116.00,"Phyllostomus","Chiroptera","Phyllostomidae","Phyllostomus","ND","ND","ND","Lacpde","1799",819.00,1.00
184.00,21.00,183.50,183.50,"Phyllostomus discolor","Chiroptera","Phyllostomidae","Phyllostomus","discolor","ND","CHPHPHYDIS","Wagner","1843",819.00,1.00
185.00,21.00,183.50,183.50,"Phyllostomus sp.","Chiroptera","Phyllostomidae","Phyllostomus","sp.","ND","ND","ND","ND",999999999.00,1.00
186.00,21.00,183.50,183.50,"Phyllostomus stenops","Chiroptera","Phyllostomidae","Phyllostomus","stenops","ND","CHPHPHYSTE","(Peters)","1865",819.00,1.00
186.50,15.00,116.00,116.00,"Platyrhinus","Chiroptera","Phyllostomidae","Platyrhinus","ND","ND","ND","Saussure","1860",819.00,1.00
187.00,21.00,186.50,186.50,"Platyrhinus helleri","Chiroptera","Phyllostomidae","Platyrhinus","helleri","ND","CHPHPLAHEL","(Peters)","1866",819.00,1.00
188.00,21.00,186.50,186.50,"Platyrhinus sp.","Chiroptera","Phyllostomidae","Platyrhinus","sp.","ND","ND","ND","ND",999999999.00,1.00
188.50,15.00,116.00,116.00,"Sturnira","Chiroptera","Phyllostomidae","Sturnira","ND","ND","ND","Gray","1842",820.00,1.00
189.00,21.00,188.50,188.50,"Sturnira lilium","Chiroptera","Phyllostomidae","Sturnira","lilium","ND","CHPHSUTLIL","(. Geoffroy St.-Hilaire)","1810",819.00,1.00
190.00,21.00,188.50,188.50,"Sturnira ludovici","Chiroptera","Phyllostomidae","Sturnira","ludovici","ND","CHPHSTULUD","Anthony","1924",819.00,1.00
191.00,21.00,188.50,188.50,"Sturnira sp.","Chiroptera","Phyllostomidae","Sturnira","sp.","ND","ND","ND","ND",999999999.00,1.00
191.50,15.00,116.00,116.00,"Tonatia","Chiroptera","Phyllostomidae","Tonatia","ND","ND","ND","Gray","1827",819.00,1.00
192.00,21.00,191.50,191.50,"Tonatia bidens","Chiroptera","Phyllostomidae","Tonatia","bidens","ND","CHPHTONBID","(Spix)","1823",819.00,1.00
193.00,21.00,191.50,191.50,"Tonatia brasiliense","Chiroptera","Phyllostomidae","Tonatia","brasiliense","ND","CHPHTONBRA","(Peters)","1866",819.00,1.00
194.00,21.00,191.50,191.50,"Tonatia evotis","Chiroptera","Phyllostomidae","Tonatia","evotis","ND","CHPHTONEVO","Davis y Carter","1978",819.00,1.00
195.00,21.00,191.50,191.50,"Tonatia sp.","Chiroptera","Phyllostomidae","Tonatia","sp.","ND","ND","ND","ND",999999999.00,1.00
195.50,15.00,116.00,116.00,"Trachops","Chiroptera","Phyllostomidae","Trachops","ND","ND","ND","Gray","1847",819.00,1.00
196.00,21.00,195.50,195.50,"Trachops cirrhosus","Chiroptera","Phyllostomidae","Trachops","cirrhosus","ND","CHPHTRACIR","(Spix)","1823",819.00,1.00
197.00,21.00,195.50,195.50,"Trachops sp.","Chiroptera","Phyllostomidae","Trachops","sp.","ND","ND","ND","ND",999999999.00,1.00
197.50,15.00,116.00,116.00,"Uroderma","Chiroptera","Phyllostomidae","Uroderma","ND","ND","ND","Peters","1865",819.00,1.00
198.00,21.00,197.50,197.50,"Uroderma bilobatum","Chiroptera","Phyllostomidae","Uroderma","bilobatum","ND","CHPHUROBIL","Peters","1866",819.00,1.00
199.00,21.00,197.50,197.50,"Uroderma magnirostrum","Chiroptera","Phyllostomidae","Uroderma","magnirostrum","ND","CHPHUROMAG","Davis","1968",819.00,1.00
200.00,21.00,197.50,197.50,"Uroderma sp.","Chiroptera","Phyllostomidae","Uroderma","sp.","ND","ND","ND","ND",999999999.00,1.00
200.50,15.00,116.00,116.00,"Vampyressa","Chiroptera","Phyllostomidae","Vampyressa","ND","ND","ND","Thomas","1900",819.00,1.00
201.00,21.00,200.50,200.50,"Vampyressa pusilla","Chiroptera","Phyllostomidae","Vampyressa","pusilla","ND","CHPHVAMPUS","(Wagner)","1843",819.00,1.00
202.00,21.00,200.50,200.50,"Vampyressa sp.","Chiroptera","Phyllostomidae","Vampyressa","sp.","ND","ND","ND","ND",999999999.00,1.00
202.50,15.00,116.00,116.00,"Vampyrodes","Chiroptera","Phyllostomidae","Vampyrodes","ND","ND","ND","Thomas","1900",819.00,1.00
203.00,21.00,202.50,202.50,"Vampyrodes caraccioli","Chiroptera","Phyllostomidae","Vampyrodes","caraccioli","ND","CHPHVAMCAR","(Thomas)","1889",819.00,1.00
204.00,21.00,202.50,202.50,"Vampyrodes sp.","Chiroptera","Phyllostomidae","Vampyrodes","sp.","ND","ND","ND","ND",999999999.00,1.00
204.50,15.00,116.00,116.00,"Vampyrum","Chiroptera","Phyllostomidae","Vampyrum","ND","ND","ND","Rafinesque","1815",819.00,1.00
205.00,21.00,204.50,204.50,"Vampyrum sp.","Chiroptera","Phyllostomidae","Vampyrum","sp.","ND","ND","ND","ND",999999999.00,1.00
206.00,21.00,204.50,204.50,"Vampyrum spectrum","Chiroptera","Phyllostomidae","Vampyrum","spectrum","ND","CHPHVAMSPE","(Linnaeus)","1758",819.00,1.00
207.00,11.00,87.00,87.00,"Natalidae","Chiroptera","Natalidae","ND","ND","ND","ND","Gray","1866",820.00,1.00
207.50,15.00,207.00,207.00,"Natalus","Chiroptera","Natalidae","Natalus","ND","ND","ND","Gray","1838",820.00,1.00
208.00,21.00,207.50,207.50,"Natalus sp.","Chiroptera","Natalidae","Natalus","sp.","ND","ND","ND","ND",999999999.00,1.00
209.00,21.00,207.50,207.50,"Natalus stramineus","Chiroptera","Natalidae","Natalus","stramineus","ND","CHNANATSTR","Gray","1838",819.00,1.00
210.00,11.00,87.00,87.00,"Thyropteridae","Chiroptera","Thyropteridae","ND","ND","ND","ND","Miller","1907",819.00,1.00
210.50,15.00,210.00,210.00,"Thyroptera","Chiroptera","Thyropteridae","Thyroptera","ND","ND","ND","Spix","1823",819.00,1.00
211.00,21.00,210.50,210.50,"Thyroptera sp.","Chiroptera","Thyropteridae","Thyroptera","sp.","ND","ND","ND","ND",999999999.00,1.00
212.00,21.00,210.50,210.50,"Thyroptera tricolor","Chiroptera","Thyropteridae","Thyroptera","tricolor","ND","CHTHTHYTRI","Spix","1823",819.00,1.00
213.00,11.00,87.00,87.00,"Vespertilionidae","Chiroptera","Vespertilionidae","ND","ND","VES","ND","Gray","1821",820.00,1.00
213.50,15.00,213.00,213.00,"Antrozous","Chiroptera","Vespertilionidae","Antrozous","ND","ND","ND","H. Allen","1862",820.00,1.00
214.00,21.00,213.50,213.50,"Antrozous pallidus","Chiroptera","Vespertilionidae","Antrozous","pallidus","ANpa","CHVEANPAL","(Le Conte)","1856",819.00,1.00
215.00,21.00,213.50,213.50,"Antrozous sp.","Chiroptera","Vespertilionidae","Antrozous","sp.","AN","ND","ND","ND",999999999.00,1.00
215.50,15.00,213.00,213.00,"Bauerus","Chiroptera","Vespertilionidae","Bauerus","ND","ND","ND","Van Gelder","1959",372.00,1.00
216.00,21.00,215.50,215.50,"Bauerus dubiaquercus","Chiroptera","Vespertilionidae","Bauerus","dubiaquercus","ND","CHVEBAUDUB","(Van Gelder)","1959",834.00,1.00
217.00,21.00,215.50,215.50,"Bauerus sp.","Chiroptera","Vespertilionidae","Bauerus","sp.","ND","ND","ND","ND",999999999.00,1.00
217.50,15.00,213.00,213.00,"Corynorhinus","Chiroptera","Vespertilionidae","Corynorhinus","ND","ND","ND","H. Allen","1865",821.00,1.00
218.00,21.00,217.50,217.50,"Corynorhinus mexicanus","Chiroptera","Vespertilionidae","Corynorhinus","mexicanus","ND","CHVEPLEMEX","G. M. Allen","1916",834.00,1.00
219.00,21.00,217.50,217.50,"Corynorhinus sp.","Chiroptera","Vespertilionidae","Corynorhinus","sp.","PL","ND","ND","ND",999999999.00,1.00
220.00,21.00,217.50,217.50,"Corynorhinus tetralophodon","Chiroptera","Vespertilionidae","Corynorhinus","tetralophodon","PLtr","ND","Handley","1955",,1.00
221.00,21.00,217.50,217.50,"Corynorhinus townsendii","Chiroptera","Vespertilionidae","Corynorhinus","townsendii","PLtw","CHVEPLETOW","(Cooper)","1837",,1.00
221.50,15.00,213.00,213.00,"Eptesicus","Chiroptera","Vespertilionidae","Eptesicus","ND","ND","ND","Rafinesque","1820",820.00,1.00
222.00,21.00,221.50,221.50,"Eptesicus brasiliensis","Chiroptera","Vespertilionidae","Eptesicus","brasiliensis","ND","CHVEEPTBRA","(Desmarest)","1819",819.00,1.00
223.00,21.00,221.50,221.50,"Eptesicus furinalis","Chiroptera","Vespertilionidae","Eptesicus","furinalis","ND","CHVEEPTFUR","(d'Orbigny)","1847",819.00,1.00
224.00,21.00,221.50,221.50,"Eptesicus fuscus","Chiroptera","Vespertilionidae","Eptesicus","fuscus","EPfs","CHVEEPTFUS","(Beauvois)","1796",819.00,1.00
225.00,21.00,221.50,221.50,"Eptesicus sp.","Chiroptera","Vespertilionidae","Eptesicus","sp.","EP","ND","ND","ND",999999999.00,1.00
225.50,15.00,213.00,213.00,"Euderma","Chiroptera","Vespertilionidae","Euderma","ND","ND","ND","H. Allen","1892",819.00,1.00
226.00,21.00,225.50,225.50,"Euderma maculatum","Chiroptera","Vespertilionidae","Euderma","maculatum","EDma","CHVEEUDMAC","(J. A. Allen)","1891",819.00,1.00
227.00,21.00,225.50,225.50,"Euderma sp.","Chiroptera","Vespertilionidae","Euderma","sp.","ED","ND","ND","ND",999999999.00,1.00
227.50,15.00,213.00,213.00,"Idionycteris","Chiroptera","Vespertilionidae","Idionycteris","ND","ND","ND","Anthony","1923",819.00,1.00
228.00,21.00,227.50,227.50,"Idionycteris phyllotis","Chiroptera","Vespertilionidae","Idionycteris","phyllotis","IDph","CHVEIDIPHY","(G. M. Allen)","1916",819.00,1.00
229.00,21.00,227.50,227.50,"Idionycteris sp.","Chiroptera","Vespertilionidae","Idionycteris","sp.","ND","ND","ND","ND",999999999.00,1.00
229.50,15.00,213.00,213.00,"Lasionycteris","Chiroptera","Vespertilionidae","Lasionycteris","ND","ND","ND","Peters","1865",820.00,1.00
231.00,21.00,229.50,229.50,"Lasionycteris noctivagans","Chiroptera","Vespertilionidae","Lasionycteris","noctivagans","LYnv","CHVELASNOC","(Le Conte)","1831",819.00,1.00
232.00,21.00,229.50,229.50,"Lasionycteris sp.","Chiroptera","Vespertilionidae","Lasionycteris","sp.","LY","ND","ND","ND",999999999.00,1.00
232.50,15.00,213.00,213.00,"Lasiurus","Chiroptera","Vespertilionidae","Lasiurus","ND","ND","ND","Gray","1831",830.00,1.00
233.00,21.00,232.50,232.50,"Lasiurus blossevillii","Chiroptera","Vespertilionidae","Lasiurus","blossevillii","ND","CHVELASBLO","(Lesson y Garnot)","1826",834.00,1.00
234.00,21.00,232.50,232.50,"Lasiurus borealis","Chiroptera","Vespertilionidae","Lasiurus","borealis","LIbo","CHVELASBOR","(Mller)","1776",819.00,1.00
235.00,21.00,232.50,232.50,"Lasiurus cinereus","Chiroptera","Vespertilionidae","Lasiurus","cinereus","LIci","CHVELASCIN","(Beauvois)","1796",830.00,1.00
236.00,21.00,232.50,232.50,"Lasiurus ega","Chiroptera","Vespertilionidae","Lasiurus","ega","LIeg","CHVELASEGA","(Gervais)","1856",830.00,1.00
237.00,21.00,232.50,232.50,"Lasiurus intermedius","Chiroptera","Vespertilionidae","Lasiurus","intermedius","LIin","CHVELASINT","H. Allen","1862",830.00,1.00
238.00,21.00,232.50,232.50,"Lasiurus seminolus","Chiroptera","Vespertilionidae","Lasiurus","seminolus","LIse","ND","(Rhoads)","1895",819.00,1.00
239.00,21.00,232.50,232.50,"Lasiurus sp.","Chiroptera","Vespertilionidae","Lasiurus","sp.","LI","ND","ND","ND",999999999.00,1.00
240.00,21.00,232.50,232.50,"Lasiurus xanthinus","Chiroptera","Vespertilionidae","Lasiurus","xanthinus","ND","CHVELASXAN","(Thomas)","1897",834.00,1.00
240.50,15.00,213.00,213.00,"Myotis","Chiroptera","Vespertilionidae","Myotis","ND","ND","ND","Kaup","1829",820.00,1.00
241.00,21.00,240.50,240.50,"Myotis albescens","Chiroptera","Vespertilionidae","Myotis","albescens","ND","CHVEMYOALB","(E. Geoffroy)","1806",819.00,1.00
242.00,21.00,240.50,240.50,"Myotis auriculus","Chiroptera","Vespertilionidae","Myotis","auriculus","ND","CHVEMYOAUR","Baker y Stains","1955",819.00,1.00
243.00,21.00,240.50,240.50,"Myotis californicus","Chiroptera","Vespertilionidae","Myotis","californicus","MYca","CHVEMYOCAL","(Audubon y Bachman)","1842",819.00,1.00
244.00,21.00,240.50,240.50,"Myotis carteri","Chiroptera","Vespertilionidae","Myotis","carteri","ND","CHVEMYOCAR","LaVal","1973",834.00,1.00
245.00,21.00,240.50,240.50,"Myotis ciliolabrum","Chiroptera","Vespertilionidae","Myotis","ciliolabrum","ND","CHVEMYOCIL","(Merriam)","1886",834.00,1.00
246.00,21.00,240.50,240.50,"Myotis elegans","Chiroptera","Vespertilionidae","Myotis","elegans","ND","CHVEMYOELE","Hall","1862",819.00,1.00
247.00,21.00,240.50,240.50,"Myotis evotis","Chiroptera","Vespertilionidae","Myotis","evotis","MYev","CHVEMYOEVO","(H. Allen)","1864",819.00,1.00
248.00,21.00,240.50,240.50,"Myotis findleyi","Chiroptera","Vespertilionidae","Myotis","findleyi","ND","CHVEMYOFIN","Bogan","1978",819.00,1.00
249.00,21.00,240.50,240.50,"Myotis fortidens","Chiroptera","Vespertilionidae","Myotis","fortidens","ND","CHVEMYOFOR","Miller y Allen","1928",819.00,1.00
250.00,21.00,240.50,240.50,"Myotis keaysi","Chiroptera","Vespertilionidae","Myotis","keaysi","ND","CHVEMYOKEA","J. A. Allen","1914",819.00,1.00
251.00,21.00,240.50,240.50,"Myotis leibi","Chiroptera","Vespertilionidae","Myotis","leibi","MYle","ND","(Audubon y Bachman)","1842",819.00,1.00
252.00,21.00,240.50,240.50,"Myotis lucifugus","Chiroptera","Vespertilionidae","Myotis","lucifugus","MYlu","CHVEMYOLUC","(Le Conte)","1831",819.00,1.00
253.00,21.00,240.50,240.50,"Myotis nigricans","Chiroptera","Vespertilionidae","Myotis","nigricans","ND","CHVEMYONIG","(Schinz)","1821",819.00,1.00
254.00,21.00,240.50,240.50,"Myotis peninsularis","Chiroptera","Vespertilionidae","Myotis","peninsularis","ND","CHVEMYOPEN","Miller","1898",819.00,1.00
255.00,21.00,240.50,240.50,"Myotis planiceps","Chiroptera","Vespertilionidae","Myotis","planiceps","ND","CHVEMYOPLS","Baker","1955",819.00,1.00
256.00,21.00,240.50,240.50,"Myotis sp.","Chiroptera","Vespertilionidae","Myotis","sp.","MY","ND","ND","ND",999999999.00,1.00
257.00,21.00,240.50,240.50,"Myotis thysanodes","Chiroptera","Vespertilionidae","Myotis","thysanodes","MYth","CHVEMYOTHY","Miller","1897",819.00,1.00
258.00,21.00,240.50,240.50,"Myotis velifer","Chiroptera","Vespertilionidae","Myotis","velifer","MYve","CHVEMYOVEL","(J. A. Allen)","1890",819.00,1.00
259.00,21.00,240.50,240.50,"Myotis vivesi","Chiroptera","Vespertilionidae","Myotis","vivesi","ND","CHVEMYOVIV","Meganaux","1901",819.00,1.00
260.00,21.00,240.50,240.50,"Myotis volans","Chiroptera","Vespertilionidae","Myotis","volans","MYvo","CHVEMYOVOL","(H. Allen)","1866",819.00,1.00
261.00,21.00,240.50,240.50,"Myotis yumanensis","Chiroptera","Vespertilionidae","Myotis","yumanensis","MYyu","CHVEMYOYUM","(H. Allen)","1864",819.00,1.00
261.50,15.00,213.00,213.00,"Nycticeius","Chiroptera","Vespertilionidae","Nycticeius","ND","ND","ND","Rafinesque","1819",819.00,1.00
262.00,21.00,261.50,261.50,"Nycticeius humeralis","Chiroptera","Vespertilionidae","Nycticeius","humeralis","NYhu","CHVENYCHUM","(Rafinesque)","1818",819.00,1.00
263.00,21.00,261.50,261.50,"Nycticeius sp.","Chiroptera","Vespertilionidae","Nycticeius","sp.","NY","ND","ND","ND",999999999.00,1.00
263.50,15.00,213.00,213.00,"Pipistrellus","Chiroptera","Vespertilionidae","Pipistrellus","ND","ND","ND","Kaup","1829",819.00,1.00
264.00,21.00,263.50,263.50,"Pipistrellus hesperus","Chiroptera","Vespertilionidae","Pipistrellus","hesperus","PIhs","CHVEPIPHES","(H. Allen)","1864",819.00,1.00
265.00,21.00,263.50,263.50,"Pipistrellus sp.","Chiroptera","Vespertilionidae","Pipistrellus","sp.","PI","ND","ND","ND",999999999.00,1.00
266.00,21.00,263.50,263.50,"Pipistrellus subflavus","Chiroptera","Vespertilionidae","Pipistrellus","subflavus","PIsf","CHVEPIPSUB","(F. Cuvier)","1832",819.00,1.00
266.50,15.00,213.00,213.00,"Rhogeessa","Chiroptera","Vespertilionidae","Rhogeessa","ND","ND","ND","H. Allen","1866",819.00,1.00
267.00,21.00,266.50,266.50,"Rhogeessa aeneus","Chiroptera","Vespertilionidae","Rhogeessa","aeneus","ND","CHVERHOAEN","Goodwin","1958",834.00,1.00
268.00,21.00,266.50,266.50,"Rhogeessa alleni","Chiroptera","Vespertilionidae","Rhogeessa","alleni","ND","CHVERHOALL","Thomas","1892",819.00,1.00
269.00,21.00,266.50,266.50,"Rhogeessa genowaysi","Chiroptera","Vespertilionidae","Rhogeessa","genowaysi","ND","CHVERHOGEN","Baker","1984",819.00,1.00
270.00,21.00,266.50,266.50,"Rhogeessa gracilis","Chiroptera","Vespertilionidae","Rhogeessa","gracilis","ND","CHVERHOGRA","Miller","1897",819.00,1.00
271.00,21.00,266.50,266.50,"Rhogeessa mira","Chiroptera","Vespertilionidae","Rhogeessa","mira","ND","CHVERHOMIR","La Val","1973",819.00,1.00
272.00,21.00,266.50,266.50,"Rhogeessa parvula","Chiroptera","Vespertilionidae","Rhogeessa","parvula","ND","CHVERHOPAR","H. Allen","1866",819.00,1.00
273.00,21.00,266.50,266.50,"Rhogeessa sp.","Chiroptera","Vespertilionidae","Rhogeessa","sp.","ND","ND","ND","ND",999999999.00,1.00
274.00,21.00,266.50,266.50,"Rhogeessa tumida","Chiroptera","Vespertilionidae","Rhogeessa","tumida","ND","CHVERHOTUM","H. Allen","1866",819.00,1.00
275.00,11.00,87.00,87.00,"Molossidae","Chiroptera","Molossidae","ND","ND","ND","ND","Gervais","1855",820.00,1.00
275.50,15.00,275.00,275.00,"Eumops","Chiroptera","Molossidae","Eumops","ND","ND","ND","Miller","1906",820.00,1.00
276.00,21.00,275.50,275.50,"Eumops auripendulus","Chiroptera","Molossidae","Eumops","auripendulus","MOL","CHMOEUMAUR","(Shaw)","1800",819.00,1.00
277.00,21.00,275.50,275.50,"Eumops bonariensis","Chiroptera","Molossidae","Eumops","bonariensis","ND","CHMOEUMBON","(Peters)","1874",819.00,1.00
278.00,21.00,275.50,275.50,"Eumops glaucinus","Chiroptera","Molossidae","Eumops","glaucinus","EUgl","CHMOEUMGLA","(Wagner)","1843",819.00,1.00
279.00,21.00,275.50,275.50,"Eumops hansae","Chiroptera","Molossidae","Eumops","hansae","ND","CHMOEUMHAN","Sanborn","1932",819.00,1.00
280.00,21.00,275.50,275.50,"Eumops perotis","Chiroptera","Molossidae","Eumops","perotis","EUpe","CHMOEUMPER","(Schinz)","1821",819.00,1.00
